dx,dy,g1,t1,vx1,vy1,g2,t2,vx2,vy2,g3,t3,vx3,vy3,g4,t4,vx4,vy4,g5,t5,vx5,vy5,label
3.6995,0,12,0,0.17141,0,9,0.501,0.08799,0,12,2.897,-0.10428,0,10,-3.498,-0.17723,0,12,-3.499,-0.2534,0,1
4.094,0,5,0,0.15255,0,7,0.299,0.15844,0,8,-0.299,0.15844,0,5,-0.096,0.23057,0,8,-0.404,0.23057,0,7
2.6401,0,5,0,0.24876,0,4,0.2,0.089924,0,15,-0.098,0.079889,0,2,-0.302,0.079889,0,14,-0.2,0.20499,0,1
3.1269,0,9,0,0.029138,0,5,0.099,0.031746,0,1,-0.003,0.081074,0,14,0.207,0.052958,0,16,-0.597,0.052958,0,1
3.1906,0,12,0,-0.061881,0,10,0.099,-0.12274,0,4,13.204,0.00015775,0,5,-13.304,0.0049936,0,2,-13.5,0.0049936,0,1
3.1059,0,14,0,0.11143,0,16,0,0.11143,0,15,0.097,0.051383,0,14,0.007,0.3397,0,16,-0.201,0.3397,0,1
1.618,0,4,0,0.0032559,0,15,0.099,0.0032559,0,2,-0.099,0.0032559,0,14,0.0020001,-0.0081045,0,7,-0.2,-0.0081045,0,1
1.9186,0,3,0,-0.020642,0,1,0.096,-0.081421,0,15,0.406,0.082998,0,14,0.499,0.039966,0,16,-1.695,0.039966,0,3
3.1268,0,12,0,-0.051681,0,10,0.098,-0.13739,0,15,0.7,0.12522,0,12,-0.293,-0.061881,0,10,-1.4,-0.12274,0,1
1.7856,0,5,0,0.00059614,0,15,0.103,0.00019611,0,1,-0.0049999,2.4192e-05,0,16,-0.098,2.4192e-05,0,5,-0.204,-0.00012393,0,2
2.8398,0,1,0,-0.36801,0,14,0.199,-0.099155,0,16,-0.199,-0.099155,0,15,-0.095,-0.099155,0,14,-0.205,-0.41878,0,5
3.3753,0,4,0,0.00015775,0,5,0.098,0.0049936,0,2,-0.098,0.0049936,0,1,0.0020001,-0.020651,0,5,6.602,-0.0038866,0,1
2.5082,0,16,0,0.069911,0,5,0.098,0.17422,0,15,0.0040002,0.10822,0,8,-0.2,0.10822,0,4,-0.097,0.10822,0,7
3.5803,0,4,0,0.0086162,0,2,0.098,0.045578,0,9,-0.097,0.045578,0,12,2.605,0.05901,0,4,-2.701,0.05901,0,1
2.6973,0,1,0,0.30341,0,12,0,0.30341,0,4,0.699,0.080458,0,9,-0.699,0.080458,0,15,-0.6,0.080458,0,1
1.909,0,5,0,-0.16752,0,4,0.00099993,-0.16752,0,7,0.202,-0.10977,0,8,-0.204,-0.10977,0,2,-0.204,-0.10977,0,4
2.3914,0,4,0,0.089924,0,15,0.102,0.079889,0,2,-0.102,0.079889,0,14,0,0.20499,0,8,-0.204,0.20499,0,1
1.7738,0,1,0,0.0012612,0,5,0.201,-0.00028046,0,8,-0.0020003,0.00168,0,5,-0.099,0.0032756,0,1,-0.6,0.0011076,0,2
3.6388,0,5,0,0.0002536,0,1,0.102,-0.0044274,0,5,5.195,0.0019849,0,1,-5.297,0.032469,0,5,-5.102,0.0035148,0,1
2.9075,0,14,0,-0.087827,0,16,0,-0.087827,0,12,0.3,-0.15902,0,5,0.1,-0.11297,0,1,-0.601,-0.11297,0,1
3.5544,0,5,0,0.032209,0,4,0,0.032209,0,15,0.096,0.047301,0,1,-0.096,0.047301,0,3,-0.096,0.047301,0,1
